Workbook Project Name,Workbook Name,Datasource Project Name (underlying),Datasource Name
NEO - CSA,CSA67 - Telstra Continuity Report,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (Resolved)
NEO - CSA,CSA70a - TCS Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident
NEO - CSA,CSA70a - TCS Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A26a - Incident Repeats
NEO - CSA,CSA77a TCS Metrics Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident
NEO - CSA,CSA77a TCS Metrics Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident
NEO - CSA,CSA77a TCS Metrics Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident (2)
NEO - CSA,CSA77a TCS Metrics Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A18 - MTM 3.0 Inc Drill Down
NEO - CSA,CSA77a TCS Metrics Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA77a TCS Metrics Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A26a - Incident Repeats
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (CLOSED FILTERED)
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (REPORTED FILTERED)
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident (RXT FILTERING)
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor (CLOSED FILTERED)
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor (E36 Filtered)
NEO - CSA,CSA80 - No Touch Automation Analysis,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (2)
NEO - CSA,CSA80 - No Touch Automation Analysis,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident
NEO - CSA,CSA80 - No Touch Automation Analysis,NEO - Data Capability & Governance - Data Sources,CSA A26a - Incident Repeats
NEO - CSA,CSA82 - FTTX Open INC with NI Association,NEO - Data Capability & Governance - Data Sources,CSA A11a - Service and Network Incidents
NEO - CSA,CSA85 - TPG Get Well Stay Well Program,NEO - Data Capability & Governance - Data Sources,CSA A05 - Aged Incidents
NEO - CSA,CSA85 - TPG Get Well Stay Well Program,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot (30+ chart)
NEO - CSA,CSA85 - TPG Get Well Stay Well Program,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History (TPG Only)
NEO - CSA,CSA85 - TPG Get Well Stay Well Program,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident
NEO - CSA,CSA85 - TPG Get Well Stay Well Program,NEO - Data Capability & Governance - Data Sources,CSA A26a - Incident Repeats
NEO - CSA,CSA87 - Rodent Truck Roll Report,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (Closed Incidents)
NEO - CSA,CSA87 - Rodent Truck Roll Report,NEO - Data Capability & Governance - Data Sources,CSA A12H - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA,CSA87 - Rodent Truck Roll Report,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA89 - AGED - Real Time,NEO - Data Capability & Governance - Data Sources,CSA A12r - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA,CSA92 - Incidents Reported and Alerts Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A12r - (Summary)
NEO - CSA,CSA92 - Incidents Reported and Alerts Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A12r - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA,CSA95 - RnT Daily,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA96 - RRR Weekly Daily Performance,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA97 - V&C VMB,NEO - Data Capability & Governance - Data Sources,CSA A05A - Aged and NI with Worklog Notes (2)
NEO - CSA,CSA97 - V&C VMB,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History
NEO - CSA,CSA97 - V&C VMB,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident
NEO - CSA,CSA97 - V&C VMB,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (2)
NEO - CSA,CSA97 - V&C VMB,NEO - Data Capability & Governance - Data Sources,CSA A12 - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA,CSA97 - V&C VMB,NEO - Data Capability & Governance - Data Sources,CSA A16a - Incidents Intraday
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident - RnT
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident Closed Count
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident Open Count
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident - Rejections
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident Resolved Count
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor - E36 OTD
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor - Rejections (with TR RR)
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor Rejections RR TR
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA99 - FTTC Performance Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A27 - Appointments Only
NEO - CSA,CSA102 - Repeat Driver Tree,NEO - Data Capability & Governance - Data Sources,CSA A26am - Incident Repeats
NEO - CSA,CSA103 - Repeats VMB,NEO - Data Capability & Governance - Data Sources,CSA A26am - Incident Repeats
NEO - CSA,CSA103 - Repeats VMB,NEO - Data Capability & Governance - Data Sources,CSA A26am - Incident Repeats (2)
NEO - CSA,CSA104 - Rejections VMB,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA105 - Daily MTTR & Aged Scorecard,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Daily
NEO - CSA,CSA105 - Daily MTTR & Aged Scorecard,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History
NEO - CSA,CSA105 - Daily MTTR & Aged Scorecard,NEO - Data Capability & Governance - Data Sources,CSA A11S - Incident
NEO - CSA,CSA105 - Daily MTTR & Aged Scorecard,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA105 - Daily MTTR & Aged Scorecard,NEO - Data Capability & Governance - Data Sources,CSA A27 - Appointments Only
NEO - CSA,CSA105 - Daily MTTR & Aged Scorecard,NEO - Data Capability & Governance - Data Sources,FLD A10m - OTD
NEO - CSA,CSA106 - Fix CX Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A05 - Aged Incidents
NEO - CSA,CSA106 - Fix CX Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (0-4)
NEO - CSA,CSA106 - Fix CX Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (Received)
NEO - CSA,CSA106 - Fix CX Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA106 - Fix CX Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA106 - Fix CX Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A21b - MTM 3.0 Met Miss Summary (2)
NEO - CSA,CSA106 - Fix CX Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A26a - Incident Repeats
NEO - CSA,CSA106 - Fix CX Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A26a - Incident Repeats (2)
NEO - CSA,CSA107 - Realtime Cancelled Appointments,NEO - Data Capability & Governance - Data Sources,CSA A12r - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA,CSA107 - Realtime Cancelled Appointments,NEO - Data Capability & Governance - Data Sources,CSA A12r - Inc - Apt - Wor - Wrq - Loc- Pri (2)
NEO - CSA,CSA108 - V&C One Stop Shop,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot (Prediction)
NEO - CSA,CSA108 - V&C One Stop Shop,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History
NEO - CSA,CSA108 - V&C One Stop Shop,NEO - Data Capability & Governance - Data Sources,CSA A11S - Incident
NEO - CSA,CSA108 - V&C One Stop Shop,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA108 - V&C One Stop Shop,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor (2)
NEO - CSA,CSA108 - V&C One Stop Shop,NEO - Data Capability & Governance - Data Sources,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA108 - V&C One Stop Shop,NEO - Data Capability & Governance - Data Sources,CSA A21b - MTM 3.0 Met Miss Summary (2)
NEO - CSA,CSA108 - V&C One Stop Shop,NEO - Data Capability & Governance - Data Sources,CSA A26am - Incident Repeats
NEO - CSA,CSA108 - V&C One Stop Shop,NEO - Data Capability & Governance - Data Sources,CSA A27 - Appointments Only
NEO - CSA,CSA108 - V&C One Stop Shop,NEO - Data Capability & Governance - Data Sources,FLD A10m - OTD
NEO - CSA,CSA109 - Aged Incident Lifecycle,NEO - Data Capability & Governance - Data Sources,CSA A12H - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA,CSA110 - Self Healing VMB Data,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History
NEO - CSA,CSA110 - Self Healing VMB Data,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA110 - Self Healing VMB Data,NEO - Data Capability & Governance - Data Sources,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA112 - Repeats Operator League,NEO - Data Capability & Governance - Data Sources,CSA A26am - Incident Repeats
NEO - CSA,CSA114 - WO ID Crosscheck Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSA115 - Aged VMB,NEO - Data Capability & Governance - Data Sources,CSA A05 - Aged Incidents
NEO - CSA,CSA115 - Aged VMB,NEO - Data Capability & Governance - Data Sources,CSA A05A - Aged and NI with Worklog Notes
NEO - CSA,CSA115 - Aged VMB,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History
NEO - CSA,CSA115 - Aged VMB,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History (2)
NEO - CSA,CSA115 - Aged VMB,NEO - Data Capability & Governance - Data Sources,CSA A12r - (Summary)
NEO - CSA,CSA116 - INC Raised 10BD Lookup,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident
NEO - CSA,CSA120 - FW LTSS Rejections,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident
NEO - CSA,CSA120 - FW LTSS Rejections,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSAxx - DRAFT Aged Incoming WIP Outgoing 02-06-20,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History
NEO - CSA,CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History
NEO - CSA,CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,CSA A11S - Incident
NEO - CSA,CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA,CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,CSA A26am - Incident Repeats
NEO - CSA,CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,CSA A27 - Appointments Only
NEO - CSA,CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,FLD A10m - OTD
NEO - CSA,FLDA11Sm All Metric Dump,NEO - Data Capability & Governance - Data Sources,FLD A11Sm - Orders and Incidents
NEO - CSA (test),Benefits Realisation Extraction Workbook,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident
NEO - CSA (test),Benefits Realisation Extraction Workbook,NEO - Data Capability & Governance - Data Sources,CSA A12 - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA (test),Benefits Realisation Extraction Workbook,NEO - Data Capability & Governance - Data Sources,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA (test),CC104 - Key Metrics LLD - Test,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - CSA (test),CSA - FW LTSS Rejections_UAT,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident
NEO - CSA (test),CSA - FW LTSS Rejections_UAT,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA (test),CSA - FW LTSS Rejections_UAT v2,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident
NEO - CSA (test),CSA - Incident Status Lookup Tool_UAT,NEO - Data Capability & Governance - Data Sources,CSA A12r - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA (test),CSA - Incident Status Lookup Tool_UAT,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA (test),CSA01m - MTTR LLD,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (All Incidents)
NEO - CSA (test),CSA57 - RSP Assurance L3 Escalations Main Dashboard UAT,NEO - Data Capability & Governance - Data Sources,CSA A11b - Incidents and Cases
NEO - CSA (test),CSA57 - RSP Assurance L3 Escalations Main Dashboard UAT,NEO - Data Capability & Governance - Data Sources,CSA A11b - Incidents and Cases (2)
NEO - CSA (test),CSA67 - Telstra Continuity Report,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (Open)
NEO - CSA (test),CSA67 - Telstra Continuity Report,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (Reported)
NEO - CSA (test),CSA67 - Telstra Continuity Report,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident (Resolved)
NEO - CSA (test),CSA120 - FW LTSS Rejections_UAT,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident
NEO - CSA (test),CSA120 - FW LTSS Rejections_UAT,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA (test),CSAXX - 01 Team Huddle VMB V1,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident
NEO - CSA (test),CSAXX - 01 Team Huddle VMB V1,NEO - Data Capability & Governance - Data Sources,CSA A12H - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA (test),CSAXX - 01 Team Huddle VMB V1,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA (test),CSAXX - 01 Team Huddle VMB V1,NEO - Data Capability & Governance - Data Sources,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA (test),CSAXX - 01 Team Huddle VMB V1,NEO - Data Capability & Governance - Data Sources,CSA A26a - Incident Repeats
NEO - CSA (test),CSAXX - 01 Team Huddle VMB V1,NEO - Data Capability & Governance - Data Sources,CSA A26am - Incident Repeats
NEO - CSA (test),CSAxx - COVID-19 Incidents,NEO - Data Capability & Governance - Data Sources,CSA A12H - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA (test),CSAxx - CSA51-3r Realtime Test Build,NEO - Data Capability & Governance - Data Sources,CSA A05r - Aged Incident
NEO - CSA (test),CSAxx - DPU shortage FTTC_Test2,NEO - Data Capability & Governance - Data Sources,CSA A12 - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA (test),CSAxx - DRAFT Aged Incoming WIP Outgoing 02-06-20,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History
NEO - CSA (test),CSAxx - EU Delay Analysis,NEO - Data Capability & Governance - Data Sources,CSA A12 - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA (test),CSAxx - Field Metrics - Repeats and Net Rejections,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA (test),CSAxx - Field Metrics - Repeats and Net Rejections,NEO - Data Capability & Governance - Data Sources,CSA A26a - Incident Repeats
NEO - CSA (test),CSAxx - Incident Appointment WOrder WRequest,NEO - Data Capability & Governance - Data Sources,CSA A12r - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA (test),CSAxx - MDF Tagging Incidents,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident
NEO - CSA (test),CSAxx - RFT Unadjusted_UAT,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA (test),CSAxx - RSM Operational Dataflow,NEO - Data Capability & Governance - Data Sources,FLD A11Sm - Orders and Incidents
NEO - CSA (test),CSAxx - RSP CSA66 Pending RSP Hrs,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident - Riley's edits for Interaction metrics
NEO - CSA (test),CSAxx - RSP CSA66 Pending RSP Hrs,NEO - Data Capability & Governance - Data Sources,CSA A26a - Incident Repeats
NEO - CSA (test),CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,CSA A05H - Aged Incidents with Snapshot History
NEO - CSA (test),CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,CSA A11S - Incident
NEO - CSA (test),CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA (test),CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,CSA A26am - Incident Repeats
NEO - CSA (test),CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,CSA A27 - Appointments Only
NEO - CSA (test),CSAxx - V&C Insights Pack,NEO - Data Capability & Governance - Data Sources,FLD A10m - OTD
NEO - CSA (test),CSAxx - VC RSP Escalations,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident
NEO - CSA (test),CSAxx - VC RSP Escalations,NEO - Data Capability & Governance - Data Sources,CSA A11b - Incidents and Cases
NEO - CSA (test),CSAxx - VC_RSP_Escalation,NEO - Data Capability & Governance - Data Sources,FLD A60 - Case - Ord - Inc - Apt - Wor - Loc - Pri - Service Request
NEO - CSA (test),CSAXXX - Exceed LLDs from FLD A11Sm,NEO - Data Capability & Governance - Data Source (Test),FLD A11Sm - LLD CSA Exceed (except Open)
NEO - CSA (test),CSAXXX - Exceed LLDs from FLD A11Sm,NEO - Data Capability & Governance - Data Source (Test),FLD A11Sm - LLD CSA Exceed (Open Only)
NEO - CSA (test),FLDA11Sm Exceed Metrics UAT,NEO - Data Capability & Governance - Data Sources,FLD A11Sm - Orders and Incidents
NEO - CSA (test),Monthly TR data for Finance,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA (test),Monthly TR data for Finance,NEO - Data Capability & Governance - Data Sources,CSA A18 - MTM 3.0 Inc Drill Down
NEO - CSA (test),Monthly TR data for Finance,NEO - Data Capability & Governance - Data Sources,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA (test),Monthly Truck Roll WO Level,NEO - Data Capability & Governance - Data Sources,CSA A14H - Inc - Wor
NEO - CSA (test),NEO Metrics - Week To Date,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - CSA (test),NEO Metrics - Week To Date,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders 2
NEO - CSA (test),NEO Metrics - Week To Date,NEO - Data Capability & Governance - Data Sources,FLD A11Smv - Order and Incident
NEO - Customer Connections,CC000 - Real Time Net Premise Activations,NEO - Data Capability & Governance - Data Sources,CC A10rm - Net Prem Activated
NEO - Customer Connections,CC003 - FTTC Inflight Orders,NEO - Data Capability & Governance - Data Sources,CC A10 - Ord - Apt - Wor - Wrq - Loc - Pri
NEO - Customer Connections,CC003 - FTTC Inflight Orders,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC003 - FTTC Inflight Orders,NEO - Data Capability & Governance - Data Sources,CC A20r - Full Order Fallout
NEO - Customer Connections,CC004 - CC RealTime - Receive & Assign - Design Customer Services,NEO - Data Capability & Governance - Data Sources,CC A10r - Ord - Wor - Loc
NEO - Customer Connections,CC004 - CC RealTime - Receive & Assign - Design Customer Services,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC004 - CC RealTime - Receive & Assign - Design Customer Services,NEO - Data Capability & Governance - Data Sources,CC A20r - Full Order Fallout
NEO - Customer Connections,CC004 - CC RealTime - Receive & Assign - Design Customer Services,NEO - Data Capability & Governance - Data Sources,FLD A10m - OTD
NEO - Customer Connections,CC005 - Aged Reporting,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC010 - DEV - Triage Call Reporting,NEO - Data Capability & Governance - Data Sources,CC A50 -  Genesys - Order
NEO - Customer Connections,CC035 - Business Connections - E&G Performance,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC035 - Business Connections - E&G Performance,NEO - Data Capability & Governance - Data Sources,FLD A10m - OTD
NEO - Customer Connections,CC039 - Aged Orders - Pending Analysis,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC054 - Manage Order Enquiries- MOET,NEO - Data Capability & Governance - Data Sources,NEO A01 - Service Request
NEO - Customer Connections,CC064 - Search Location Dashboard,NEO - Data Capability & Governance - Data Sources,CC A10 - Ord - Apt - Wor - Wrq - Loc - Pri
NEO - Customer Connections,CC064 - Search Location Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A12 - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - Customer Connections,CC074 - Order Snapshot - HFC Recovery Program,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders (2)
NEO - Customer Connections,CC074 - Order Snapshot - HFC Recovery Program,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders (3)
NEO - Customer Connections,CC074 - Order Snapshot - HFC Recovery Program,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders (4)
NEO - Customer Connections,CC080 - NEO Headlines – CC Only - Overall - Download Data,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders (2)
NEO - Customer Connections,CC080 - NEO Headlines – CC Only - Overall - Download Data,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders Extract
NEO - Customer Connections,CC094 - Daily VMB - MTTC & RFT,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC094 - Daily VMB - MTTC & RFT,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders (2)
NEO - Customer Connections,CC099 - Work Orders,NEO - Data Capability & Governance - Data Sources,CC A10 - Ord - Apt - Wor - Wrq - Loc - Pri
NEO - Customer Connections,CC104 - Key Metrics LLD,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC107 - Connect WO Scheduled Forward View,NEO - Data Capability & Governance - Data Sources,CC A10r - Ord - Wor - Loc
NEO - Customer Connections,CC108 - Amber Priority,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders (2)
NEO - Customer Connections,CC123 - Aged and MTTC by Contract Area,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC131 - Order History Search,NEO - Data Capability & Governance - Data Sources,CC A10 - Ord - Apt - Wor - Wrq - Loc - Pri
NEO - Customer Connections,CC131 - Order History Search,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC131 - Order History Search,NEO - Data Capability & Governance - Data Sources,CC A40 - Order Comments
NEO - Customer Connections,CC138- Service Portal Comments,NEO - Data Capability & Governance - Data Sources,CC A40 - Order Comments
NEO - Customer Connections,CC149 - Connect Metrics That Matter (MTM) Dashboard,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC149 - Connect Metrics That Matter (MTM) Dashboard,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders Extract
NEO - Customer Connections,CC150 - Order and Activation Dashboard,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC150 - Order and Activation Dashboard,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders Extract
NEO - Customer Connections,CC151 - Inflight Orders,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC151 - Inflight Orders,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders Extract
NEO - Customer Connections,CC152 - Daily In-Flight VMB,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC153 - NEO Aged Distressed Dashboard,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC155 - SIK Reporting,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC157 - WIP Health As Per TruckRoll (A11S),NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC160 - Business Orders for SmartEdge Input,NEO - Data Capability & Governance - Data Sources,CC A10 - Ord - Apt - Wor - Wrq - Loc - Pri
NEO - Customer Connections,CC163 - Inflights Overall Power Point,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC163 - Ins & Outs Status,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC165 - Historical Actuals,NEO - Data Capability & Governance - Data Sources,CC A10 - Ord - Apt - Wor - Wrq - Loc - Pri
NEO - Customer Connections,CC165 - Historical Actuals,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC165 - Historical Actuals,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders Extract
NEO - Customer Connections,CC165 - Historical Actuals,NEO - Data Capability & Governance - Data Sources,CC A20r - Full Order Fallout
NEO - Customer Connections,CC165 - Historical Actuals,NEO - Data Capability & Governance - Data Sources,FLD A10m - OTD
NEO - Customer Connections,CC166 - Top 100 Aged Orders,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC172 - Red Priority Scorecard,NEO - Data Capability & Governance - Data Sources,CC A10 - Ord - Apt - Wor - Wrq - Loc - Pri
NEO - Customer Connections,CC172 - Red Priority Scorecard,NEO - Data Capability & Governance - Data Sources,CC A11S - Orders
NEO - Customer Connections,CC178-Service Requests Dashboards,NEO - Data Capability & Governance - Data Sources,NEO A01r - Service Request
NEO - Customer Connections,CC183 - NEO BOC Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11 - Incident
NEO - Customer Connections,CC183 - NEO BOC Dashboard,NEO - Data Capability & Governance - Data Sources,CSA A11H - Incident
